"日期","收市","開市","高","低","成交量","更改%"
"2021年12月15日","48,151.0","48,408.0","48,770.0","47,881.0","5.32K","-0.53%"
"2021年12月14日","48,408.0","46,777.0","48,656.0","46,356.2","5.48K","3.49%"
"2021年12月13日","46,777.0","50,123.0","50,222.7","45,790.0","8.71K","-6.68%"
"2021年12月12日","50,123.0","49,363.1","50,800.0","48,692.0","3.87K","1.54%"
"2021年12月11日","49,363.1","47,170.0","49,510.0","46,897.0","5.29K","4.65%"
"2021年12月10日","47,170.0","47,611.0","50,105.0","47,060.0","8.17K","-0.93%"
"2021年12月9日","47,611.0","50,503.4","50,824.0","47,408.0","5.28K","-5.73%"
"2021年12月8日","50,503.4","50,634.0","51,239.0","48,760.0","4.03K","-0.26%"
"2021年12月7日","50,634.0","50,566.6","51,969.0","50,102.0","3.91K","0.13%"
"2021年12月6日","50,566.6","49,469.0","50,974.0","47,295.0","8.05K","2.22%"
"2021年12月5日","49,469.0","49,272.0","49,752.0","47,860.0","4.78K","0.40%"
"2021年12月4日","49,272.0","53,709.0","53,879.0","42,101.0","22.58K","-8.26%"
"2021年12月3日","53,709.0","56,517.0","57,599.0","52,062.0","10.73K","-4.97%"
"2021年12月2日","56,517.0","57,250.0","57,389.0","55,842.0","4.41K","-1.28%"
"2021年12月1日","57,250.0","56,938.0","59,055.0","56,505.0","5.18K","0.55%"
"2021年11月30日","56,938.0","57,845.0","59,174.0","55,940.0","6.47K","-1.57%"
"2021年11月29日","57,845.0","57,325.0","58,886.0","56,772.0","5.07K","0.91%"
"2021年11月28日","57,325.0","54,836.0","57,469.0","53,482.0","4.94K","4.54%"
"2021年11月27日","54,836.0","53,738.0","55,329.0","53,711.0","3.09K","2.04%"
"2021年11月26日","53,738.0","58,995.0","59,229.0","53,565.0","12.19K","-8.91%"
"2021年11月25日","58,995.0","57,209.0","59,423.4","57,070.0","3.98K","3.12%"
"2021年11月24日","57,209.0","57,602.0","57,762.0","55,916.9","4.89K","-0.68%"
"2021年11月23日","57,602.0","56,299.0","57,866.2","55,460.0","8.56K","2.31%"
"2021年11月22日","56,299.0","58,790.0","59,407.0","55,714.0","8.83K","-4.24%"
"2021年11月21日","58,790.0","59,739.0","60,047.0","58,624.0","2.44K","-1.59%"
"2021年11月20日","59,739.0","58,130.0","59,886.0","57,494.4","3.13K","2.77%"
"2021年11月19日","58,130.0","56,932.0","58,379.0","55,670.0","5.18K","1.96%"
"2021年11月18日","57,014.0","60,386.1","60,945.0","56,559.0","11.54K","-5.58%"
"2021年11月17日","60,386.1","60,124.0","60,847.0","58,427.0","6.72K","0.44%"
"2021年11月16日","60,124.0","63,562.0","63,562.0","58,708.0","13.07K","-5.41%"
"2021年11月15日","63,562.0","65,471.0","66,320.0","63,383.3","5.27K","-2.92%"
"2021年11月14日","65,471.0","64,406.0","65,471.0","63,589.0","2.19K","1.65%"
"2021年11月13日","64,406.0","64,137.0","64,968.2","63,405.0","1.87K","0.39%"
"2021年11月12日","64,156.0","64,801.0","65,412.0","62,310.0","5.12K","-1.00%"
"2021年11月11日","64,801.0","64,954.0","65,541.0","64,089.0","2.86K","-0.24%"
"2021年11月10日","64,954.0","66,935.0","68,925.0","63,123.0","12.23K","-2.96%"
"2021年11月9日","66,935.0","67,526.0","68,429.0","66,343.0","6.46K","-0.88%"
"2021年11月8日","67,526.0","63,259.1","67,665.0","63,259.1","8.98K","6.75%"
"2021年11月7日","63,259.1","61,495.0","63,279.0","61,400.0","3.23K","2.87%"
"2021年11月6日","61,496.0","61,016.4","61,583.0","60,100.0","2.93K","0.79%"
"2021年11月5日","61,016.4","61,422.8","62,598.0","60,746.3","2.26K","-0.66%"
"2021年11月4日","61,422.8","62,904.0","63,060.2","60,733.0","2.93K","-2.35%"
"2021年11月3日","62,904.0","63,249.0","63,556.0","60,624.0","4.76K","-0.55%"
"2021年11月2日","63,249.0","60,927.0","64,263.4","60,661.0","5.20K","3.81%"
"2021年11月1日","60,927.0","61,330.0","62,485.0","59,595.6","4.81K","-0.66%"
"2021年10月31日","61,330.0","61,838.8","62,414.0","60,021.0","2.42K","-0.82%"
"2021年10月30日","61,838.8","62,235.0","62,353.0","60,756.0","2.24K","-0.64%"
"2021年10月29日","62,235.0","60,598.0","62,980.0","60,189.5","3.92K","2.70%"
"2021年10月28日","60,598.0","58,453.0","62,395.0","57,612.0","8.07K","3.67%"
"2021年10月27日","58,453.0","60,289.0","61,447.7","58,096.4","7.14K","-3.05%"
"2021年10月26日","60,290.0","63,100.0","63,306.0","59,852.0","4.75K","-4.45%"
"2021年10月25日","63,100.0","60,847.0","63,666.0","60,633.0","3.71K","3.70%"
"2021年10月24日","60,847.0","61,302.0","61,471.0","59,537.0","2.88K","-0.74%"
"2021年10月23日","61,302.0","60,708.0","61,731.0","59,762.0","2.71K","0.98%"
"2021年10月22日","60,708.0","62,200.0","63,708.0","60,045.0","6.35K","-2.40%"
"2021年10月21日","62,200.0","65,988.0","66,643.0","62,100.0","13.37K","-5.74%"
"2021年10月20日","65,988.0","64,263.0","66,927.0","63,536.0","9.26K","2.73%"
"2021年10月19日","64,237.0","62,034.0","64,418.0","61,441.1","9.15K","3.55%"
"2021年10月18日","62,034.0","61,504.0","62,661.0","59,948.0","8.56K","0.85%"
"2021年10月17日","61,511.0","60,867.5","61,652.0","59,073.0","5.14K","1.06%"
"2021年10月16日","60,867.5","61,680.0","62,325.0","60,175.0","4.28K","-1.36%"
"2021年10月15日","61,709.0","57,354.0","62,897.0","56,889.0","11.88K","7.59%"
"2021年10月14日","57,354.0","57,381.0","58,473.0","56,880.0","4.59K","-0.05%"
"2021年10月13日","57,381.0","55,967.0","57,758.0","54,310.0","3.09K","2.53%"
"2021年10月12日","55,967.0","57,468.0","57,633.0","54,000.0","5.94K","-2.61%"
"2021年10月11日","57,468.0","54,701.0","57,802.5","54,430.0","7.51K","5.06%"
"2021年10月10日","54,701.0","54,978.0","56,414.0","54,173.0","5.84K","-0.50%"
"2021年10月9日","54,978.0","53,925.0","55,443.7","53,711.0","2.44K","1.95%"
"2021年10月8日","53,925.0","53,793.0","56,000.0","53,649.0","5.48K","0.25%"
"2021年10月7日","53,793.0","55,331.0","55,339.0","53,444.0","4.95K","-2.78%"
"2021年10月6日","55,331.0","51,508.0","55,724.0","50,448.0","10.52K","7.42%"
"2021年10月5日","51,508.0","49,232.0","51,891.1","49,065.0","6.68K","4.58%"
"2021年10月4日","49,252.0","48,243.0","49,503.0","46,951.0","6.19K","2.09%"
"2021年10月3日","48,243.0","47,675.0","49,187.0","47,124.0","3.60K","1.19%"
"2021年10月2日","47,675.0","48,151.0","48,330.0","47,459.0","2.06K","-1.00%"
"2021年10月1日","48,157.0","43,830.0","48,454.0","43,311.0","8.32K","9.87%"
"2021年9月30日","43,830.0","41,551.0","44,107.0","41,432.0","5.11K","5.48%"
"2021年9月29日","41,551.0","41,064.0","42,591.0","40,811.0","4.39K","1.19%"
"2021年9月28日","41,064.0","42,191.0","42,777.0","40,928.0","6.16K","-2.67%"
"2021年9月27日","42,191.0","43,220.5","44,354.0","42,144.0","4.26K","-2.29%"
"2021年9月26日","43,180.0","42,711.0","43,931.0","40,830.0","5.47K","1.10%"
"2021年9月25日","42,711.0","42,854.0","42,977.0","41,731.0","2.96K","-0.39%"
"2021年9月24日","42,878.0","44,882.0","45,140.0","40,779.0","11.76K","-4.47%"
"2021年9月23日","44,882.0","43,582.6","44,986.0","43,121.0","5.29K","2.98%"
"2021年9月22日","43,582.6","40,632.5","43,998.0","40,607.0","8.43K","7.18%"
"2021年9月21日","40,664.0","43,002.0","43,622.3","39,678.0","14.96K","-5.44%"
"2021年9月20日","43,002.0","47,239.0","47,323.0","42,577.0","12.63K","-8.97%"
"2021年9月19日","47,239.0","48,309.0","48,370.0","46,837.0","2.28K","-2.21%"
"2021年9月18日","48,309.0","47,296.0","48,794.0","47,070.0","2.05K","2.15%"
"2021年9月17日","47,292.0","47,786.0","48,183.0","46,782.0","2.49K","-1.03%"
"2021年9月16日","47,786.0","48,136.0","48,518.0","47,080.0","3.61K","-0.73%"
"2021年9月15日","48,136.0","47,078.0","48,440.0","46,738.0","3.98K","2.25%"
"2021年9月14日","47,078.0","44,960.0","47,235.0","44,726.0","3.52K","4.71%"
"2021年9月13日","44,960.0","46,069.0","46,823.0","43,514.0","8.77K","-2.41%"
"2021年9月12日","46,069.0","45,169.0","46,391.0","44,780.1","3.39K","1.99%"
"2021年9月11日","45,169.0","44,852.0","45,990.0","44,750.0","2.54K","0.71%"
"2021年9月10日","44,852.0","46,389.0","47,036.0","44,265.1","5.18K","-3.31%"
"2021年9月9日","46,389.0","46,088.0","47,397.0","45,591.0","3.85K","0.65%"
"2021年9月8日","46,088.0","46,778.0","47,342.4","44,509.9","7.55K","-1.48%"
"2021年9月7日","46,778.0","52,676.0","52,888.0","43,347.0","16.70K","-11.20%"
"2021年9月6日","52,676.0","51,762.0","52,709.0","51,062.0","4.84K","1.77%"
"2021年9月5日","51,762.0","49,899.0","51,900.0","49,500.0","5.54K","3.73%"
"2021年9月4日","49,899.0","50,000.0","50,529.0","49,418.0","2.37K","-0.20%"
"2021年9月3日","50,000.0","49,291.0","51,032.0","48,362.0","7.33K","1.44%"
"2021年9月2日","49,291.0","48,844.0","50,365.0","48,633.0","4.95K","0.92%"
"2021年9月1日","48,844.0","47,157.0","49,102.0","46,600.0","5.71K","3.58%"
"2021年8月31日","47,157.0","47,008.0","48,241.0","46,725.0","4.30K","0.32%"
"2021年8月30日","47,008.0","48,800.0","48,915.7","46,904.0","4.12K","-3.67%"
"2021年8月29日","48,800.0","48,914.0","49,650.0","47,844.0","4.05K","-0.23%"
"2021年8月28日","48,914.0","49,076.1","49,310.0","48,400.0","2.30K","-0.33%"
"2021年8月27日","49,076.1","46,832.0","49,159.0","46,364.9","5.80K","4.79%"
"2021年8月26日","46,832.0","48,989.0","49,385.0","46,370.7","6.48K","-4.40%"
"2021年8月25日","48,989.0","47,714.0","49,244.0","47,158.0","4.12K","2.67%"
"2021年8月24日","47,714.0","49,539.0","49,857.0","47,604.0","4.77K","-3.68%"
"2021年8月23日","49,539.0","49,264.0","50,506.3","49,055.0","5.42K","0.56%"
"2021年8月22日","49,264.0","48,868.0","49,487.0","48,121.0","2.75K","0.81%"
"2021年8月21日","48,868.0","49,332.0","49,784.0","48,290.0","3.92K","-0.94%"
"2021年8月20日","49,332.0","46,765.0","49,362.0","46,660.0","6.04K","5.49%"
"2021年8月19日","46,765.0","44,744.0","47,060.0","43,992.0","5.97K","4.52%"
"2021年8月18日","44,744.0","44,698.0","46,007.8","44,290.0","5.82K","0.10%"
"2021年8月17日","44,698.0","45,940.0","47,157.0","44,467.0","6.93K","-2.70%"
"2021年8月16日","45,940.0","47,031.0","48,059.0","45,689.0","6.06K","-2.32%"
"2021年8月15日","47,031.0","47,084.0","47,355.0","45,556.0","3.83K","-0.11%"
"2021年8月14日","47,084.0","47,842.0","48,120.0","46,036.0","4.35K","-1.58%"
"2021年8月13日","47,842.0","44,423.0","47,866.0","44,276.0","7.39K","7.70%"
"2021年8月12日","44,423.0","45,546.0","46,185.0","43,789.0","5.64K","-2.47%"
"2021年8月11日","45,546.0","45,612.0","46,725.0","45,358.0","4.32K","-0.14%"
"2021年8月10日","45,612.0","46,291.0","46,674.0","44,644.0","6.37K","-1.47%"
"2021年8月9日","46,293.0","43,770.0","46,432.2","42,792.0","10.72K","5.76%"
"2021年8月8日","43,770.0","44,589.0","45,249.0","43,300.0","8.16K","-1.84%"
"2021年8月7日","44,589.0","42,830.0","44,689.2","42,464.0","9.32K","4.11%"
"2021年8月6日","42,830.0","40,887.0","43,294.0","39,933.0","6.46K","4.75%"
"2021年8月5日","40,887.0","39,741.0","41,352.0","37,361.0","6.43K","2.85%"
"2021年8月4日","39,754.0","38,219.0","39,965.0","37,564.0","3.67K","4.05%"
"2021年8月3日","38,207.0","39,156.0","39,774.0","37,700.0","5.08K","-2.42%"
"2021年8月2日","39,156.0","39,922.0","40,441.0","38,716.0","4.62K","-1.92%"
"2021年8月1日","39,922.0","41,409.0","42,532.0","39,596.0","9.11K","-3.59%"
"2021年7月31日","41,409.0","42,169.0","42,317.0","41,051.0","5.07K","-1.80%"
"2021年7月30日","42,169.0","40,034.4","42,244.0","38,373.0","7.77K","5.31%"
"2021年7月29日","40,041.0","40,004.0","40,623.0","39,282.0","4.07K","0.09%"
"2021年7月28日","40,004.0","39,563.0","40,899.0","38,822.0","7.98K","1.11%"
"2021年7月27日","39,563.0","37,296.0","39,563.0","36,436.0","6.04K","6.08%"
"2021年7月26日","37,296.0","35,422.0","40,515.6","35,276.0","16.31K","5.34%"
"2021年7月25日","35,407.0","34,620.0","35,430.0","33,906.0","2.78K","4.62%"
"2021年7月24日","33,845.0","33,597.1","34,043.0","33,422.0","3.34K","0.74%"
"2021年7月23日","33,597.1","32,320.0","33,625.3","32,020.0","3.97K","3.95%"
"2021年7月22日","32,320.0","32,141.0","32,609.7","31,747.0","5.23K","0.56%"
"2021年7月21日","32,141.0","29,806.1","32,804.0","29,545.0","8.25K","7.83%"
"2021年7月20日","29,806.1","30,847.0","31,075.0","29,341.0","8.88K","-3.37%"
"2021年7月19日","30,847.0","31,824.0","31,924.0","30,514.0","12.80K","-3.07%"
"2021年7月18日","31,824.0","31,559.0","32,427.0","31,211.8","12.41K","0.84%"
"2021年7月17日","31,559.0","31,427.0","31,975.0","31,224.0","13.71K","0.41%"
"2021年7月16日","31,429.0","31,875.0","32,266.0","31,055.0","5.38K","-1.34%"
"2021年7月15日","31,857.0","32,822.6","33,194.0","31,170.0","6.96K","-2.94%"
"2021年7月14日","32,822.6","32,727.0","33,117.0","31,596.0","5.19K","0.29%"
"2021年7月13日","32,727.0","33,090.0","33,333.0","32,210.0","4.02K","-1.10%"
"2021年7月12日","33,090.0","34,239.0","34,624.0","32,616.0","8.41K","-3.36%"
"2021年7月11日","34,239.0","33,506.0","34,584.0","33,317.0","2.15K","2.19%"
"2021年7月10日","33,506.0","33,769.0","34,221.0","33,024.0","6.46K","-0.78%"
"2021年7月9日","33,769.0","32,873.9","34,044.0","32,574.0","6.66K","2.72%"
"2021年7月8日","32,873.9","33,886.0","33,939.0","32,063.0","14.29K","-2.99%"
"2021年7月7日","33,886.0","34,256.0","35,076.0","33,826.0","3.51K","-0.74%"
"2021年7月6日","34,140.0","33,668.0","34,858.8","33,668.0","8.81K","1.40%"
"2021年7月5日","33,668.0","35,289.0","35,289.0","33,479.2","7.72K","-4.59%"
"2021年7月4日","35,289.0","35,494.0","35,782.0","35,289.0","2.93K","1.53%"
"2021年7月3日","34,758.0","33,816.0","34,762.0","33,561.6","2.89K","2.79%"
"2021年7月2日","33,816.0","33,554.4","33,924.0","32,727.0","5.15K","0.78%"
"2021年7月1日","33,554.4","35,043.5","35,043.5","32,821.0","5.82K","-4.25%"
"2021年6月30日","35,043.5","35,895.9","35,981.0","34,754.0","3.45K","-2.37%"
"2021年6月29日","35,895.9","34,484.0","36,411.0","34,316.7","5.51K","4.09%"
"2021年6月28日","34,484.0","34,717.0","35,168.0","34,152.0","6.18K","-0.67%"
"2021年6月27日","34,717.0","32,359.0","34,717.0","32,359.0","28.71K","7.29%"
"2021年6月26日","32,359.0","31,584.7","32,359.0","30,331.0","20.53K","2.45%"
"2021年6月25日","31,584.0","34,656.6","34,915.0","31,584.0","37.67K","-8.87%"
"2021年6月24日","34,656.6","33,703.0","35,137.2","32,530.0","4.86K","2.83%"
"2021年6月23日","33,703.0","32,553.0","34,196.0","32,553.0","9.14K","3.53%"
"2021年6月22日","32,553.0","31,761.0","33,300.0","29,927.0","26.87K","2.49%"
"2021年6月21日","31,761.0","35,631.0","35,631.0","31,475.0","23.45K","-10.86%"
"2021年6月20日","35,631.0","35,585.8","35,966.0","33,725.0","16.93K","0.13%"
"2021年6月19日","35,585.8","35,802.0","36,236.0","35,460.0","11.57K","-0.60%"
"2021年6月18日","35,802.0","38,061.0","38,061.0","35,490.0","11.42K","-5.94%"
"2021年6月17日","38,061.0","38,332.0","39,324.0","37,733.7","3.54K","-0.71%"
"2021年6月16日","38,332.0","40,139.0","40,394.0","38,332.0","6.79K","-4.50%"
"2021年6月15日","40,139.0","40,509.0","40,708.8","39,726.0","7.78K","-0.89%"
"2021年6月14日","40,500.0","39,004.0","40,732.0","38,812.0","9.73K","3.84%"
"2021年6月13日","39,004.0","35,531.0","39,021.1","34,984.0","8.99K","9.77%"
"2021年6月12日","35,531.0","37,338.0","37,338.0","35,185.0","7.38K","-4.84%"
"2021年6月11日","37,338.0","36,649.2","37,427.0","36,342.0","6.42K","1.88%"
"2021年6月10日","36,649.2","37,347.0","37,933.0","36,559.0","9.57K","-1.87%"
"2021年6月9日","37,347.0","33,415.0","37,490.0","32,673.0","26.97K","11.77%"
"2021年6月8日","33,415.0","33,596.0","33,744.8","31,547.6","12.92K","-0.54%"
"2021年6月7日","33,596.0","35,782.0","36,613.3","33,596.0","9.97K","-6.11%"
"2021年6月6日","35,782.0","35,543.0","36,238.0","35,496.0","6.51K","0.67%"
"2021年6月5日","35,543.0","36,844.0","37,690.3","35,296.0","6.59K","-3.56%"
"2021年6月4日","36,854.0","39,209.0","39,209.0","36,532.0","5.93K","-6.01%"
"2021年6月3日","39,209.0","37,590.0","39,209.0","37,371.0","5.75K","4.31%"
"2021年6月2日","37,590.0","36,672.6","38,053.0","36,192.3","3.97K","2.50%"
"2021年6月1日","36,672.6","37,305.0","37,624.8","35,928.0","5.29K","-1.70%"
"2021年5月31日","37,305.0","35,615.0","37,305.0","34,527.0","5.98K","4.75%"
"2021年5月30日","35,615.0","34,570.0","36,138.0","33,680.0","6.02K","3.02%"
"2021年5月29日","34,570.0","35,667.0","36,910.5","33,681.0","7.76K","-3.08%"
"2021年5月28日","35,667.0","38,484.7","38,484.7","35,028.0","10.22K","-7.20%"
"2021年5月27日","38,435.0","39,301.0","40,120.0","37,381.0","5.55K","-2.20%"
"2021年5月26日","39,301.0","38,363.0","40,497.8","38,020.2","8.61K","2.45%"
"2021年5月25日","38,363.0","38,772.9","39,761.0","36,760.5","7.77K","-1.06%"
"2021年5月24日","38,772.9","34,730.3","39,201.0","34,730.3","15.13K","11.64%"
"2021年5月23日","34,730.3","37,585.0","38,186.0","32,623.0","25.99K","-7.60%"
"2021年5月22日","37,585.0","37,415.0","38,662.0","36,150.0","13.56K","0.45%"
"2021年5月21日","37,415.0","40,550.1","41,500.0","35,188.0","23.31K","-7.79%"
"2021年5月20日","40,578.0","36,755.0","41,827.0","35,198.4","25.60K","10.40%"
"2021年5月19日","36,755.0","42,935.0","42,935.0","35,303.4","67.82K","-14.39%"
"2021年5月18日","42,935.0","43,544.0","45,474.0","42,611.8","10.72K","-1.40%"
"2021年5月17日","43,544.0","46,569.0","46,569.0","42,304.0","37.72K","-6.52%"
"2021年5月16日","46,582.9","46,784.9","49,460.0","45,340.0","19.06K","-0.43%"
"2021年5月15日","46,784.9","49,917.0","50,526.2","46,784.9","9.49K","-6.27%"
"2021年5月14日","49,917.0","49,747.0","51,168.0","49,289.0","6.05K","0.34%"
"2021年5月13日","49,747.0","49,725.0","51,154.0","48,120.6","21.16K","0.04%"
"2021年5月12日","49,725.0","56,715.0","57,688.0","49,725.0","14.96K","-12.32%"
"2021年5月11日","56,715.0","55,851.0","56,724.0","54,789.0","7.69K","1.55%"
"2021年5月10日","55,851.0","58,276.0","59,454.3","55,448.0","13.49K","-4.16%"
"2021年5月9日","58,276.0","58,894.0","58,956.5","56,977.0","8.48K","-1.05%"
"2021年5月8日","58,894.0","57,349.0","59,327.0","57,317.0","7.61K","2.69%"
"2021年5月7日","57,349.0","56,451.0","58,101.0","55,606.0","6.93K","1.59%"
"2021年5月6日","56,451.0","57,487.0","57,843.0","55,897.0","10.44K","-1.79%"
"2021年5月5日","57,477.0","52,960.0","57,477.0","52,960.0","7.66K","7.91%"
"2021年5月4日","53,264.0","57,147.0","57,147.0","53,264.0","10.03K","-6.79%"
"2021年5月3日","57,147.0","56,605.0","58,686.0","56,605.0","7.63K","0.96%"
"2021年5月2日","56,605.0","57,774.0","57,774.0","56,385.0","4.20K","-2.02%"
"2021年5月1日","57,774.0","57,634.7","58,265.0","57,259.0","4.32K","0.24%"
"2021年4月30日","57,637.0","53,566.0","57,637.0","53,339.0","7.86K","7.60%"
"2021年4月29日","53,566.0","54,860.0","54,860.0","52,631.0","7.08K","-2.36%"
"2021年4月28日","54,860.0","55,044.0","55,575.0","54,090.0","5.76K","-0.33%"
"2021年4月27日","55,044.0","54,103.0","55,215.0","53,660.0","7.24K","1.74%"
"2021年4月26日","54,103.0","49,129.0","54,214.0","49,129.0","11.01K","10.15%"
"2021年4月25日","49,116.3","50,167.0","50,539.0","48,409.8","9.60K","-2.09%"
"2021年4月24日","50,167.0","51,139.0","51,139.0","49,572.0","5.98K","-1.90%"
"2021年4月23日","51,139.0","51,781.3","51,781.3","48,719.6","17.25K","-1.24%"
"2021年4月22日","51,781.3","53,822.0","55,067.0","51,781.3","12.69K","-3.79%"
"2021年4月21日","53,822.0","56,476.0","56,476.0","53,822.0","7.10K","-4.70%"
"2021年4月20日","56,476.0","55,639.0","56,950.0","54,398.0","8.39K","1.50%"
"2021年4月19日","55,639.0","56,173.0","57,359.0","54,912.8","8.57K","-0.93%"
"2021年4月18日","56,163.0","59,970.0","60,223.0","54,416.8","26.33K","-6.35%"
"2021年4月17日","59,970.0","61,325.0","62,367.7","59,970.0","7.02K","-2.21%"
"2021年4月16日","61,325.0","63,196.0","63,453.0","60,286.0","11.54K","-2.96%"
"2021年4月15日","63,196.0","62,907.0","63,475.0","62,348.0","6.61K","0.40%"
"2021年4月14日","62,942.7","63,518.0","64,374.0","62,065.0","10.93K","-0.91%"
"2021年4月13日","63,518.0","59,900.0","63,518.0","59,900.0","11.26K","6.04%"
"2021年4月12日","59,900.0","60,034.8","60,701.0","59,747.0","5.50K","-0.22%"
"2021年4月11日","60,034.8","59,823.8","60,486.0","59,411.0","4.65K","0.35%"
"2021年4月10日","59,823.8","58,114.0","60,984.0","58,114.0","9.79K","2.94%"
"2021年4月9日","58,114.0","58,110.0","58,683.0","57,849.0","3.75K","0.01%"
"2021年4月8日","58,110.0","55,960.0","58,110.0","55,960.0","4.48K","3.84%"
"2021年4月7日","55,960.0","57,991.0","58,490.0","55,960.0","8.85K","-3.50%"
"2021年4月6日","57,991.0","59,145.0","59,200.0","57,603.0","5.62K","-1.95%"
"2021年4月5日","59,145.0","58,240.0","59,145.0","57,034.0","5.59K","1.55%"
"2021年4月4日","58,240.0","57,023.0","58,240.0","57,023.0","4.97K","2.13%"
"2021年4月3日","57,023.0","58,959.0","59,499.0","57,023.0","6.63K","-3.28%"
"2021年4月2日","58,959.0","58,727.4","59,834.0","58,727.4","6.15K","0.39%"
"2021年4月1日","58,727.4","58,796.0","59,172.9","58,498.0","4.35K","-0.12%"
"2021年3月31日","58,796.0","58,841.0","59,453.0","57,698.0","8.12K","-0.08%"
"2021年3月30日","58,841.0","57,672.3","59,349.0","57,278.0","7.87K","2.03%"
"2021年3月29日","57,672.3","55,773.0","58,162.0","54,984.0","10.12K","3.41%"
"2021年3月28日","55,773.0","55,886.0","56,326.0","55,089.0","4.21K","-0.20%"
"2021年3月27日","55,886.0","54,992.9","56,249.0","54,373.0","5.18K","1.62%"
"2021年3月26日","54,992.9","51,363.0","54,992.9","51,363.0","7.71K","7.07%"
"2021年3月25日","51,363.0","52,347.2","52,926.0","50,874.0","11.59K","-1.88%"
"2021年3月24日","52,347.2","54,331.0","56,919.0","52,347.2","14.08K","-3.65%"
"2021年3月23日","54,331.0","54,074.0","55,646.9","53,541.2","6.57K","0.48%"
"2021年3月22日","54,074.0","57,368.0","58,036.0","54,074.0","8.72K","-5.74%"
"2021年3月21日","57,368.0","58,087.0","58,499.5","56,200.0","8.29K","-1.24%"
"2021年3月20日","58,087.0","58,074.0","59,421.0","58,074.0","6.78K","0.02%"
"2021年3月19日","58,074.0","57,640.0","58,961.0","57,030.0","6.48K","0.75%"
"2021年3月18日","57,640.0","58,870.0","59,799.0","57,580.0","7.24K","-2.09%"
"2021年3月17日","58,870.0","56,924.0","58,870.0","54,576.0","11.27K","3.42%"
"2021年3月16日","56,924.0","55,644.0","56,924.0","54,049.0","10.49K","2.30%"
"2021年3月15日","55,644.0","59,005.0","60,141.1","55,644.0","14.78K","-5.70%"
"2021年3月14日","59,005.0","61,207.0","61,468.0","59,005.0","6.64K","-3.60%"
"2021年3月13日","61,207.0","57,315.0","61,207.0","56,488.0","13.70K","6.79%"
"2021年3月12日","57,315.0","57,869.0","57,869.0","55,946.0","9.56K","-0.96%"
"2021年3月11日","57,869.0","55,939.0","57,921.0","54,834.0","8.66K","3.42%"
"2021年3月10日","55,955.2","54,950.0","57,033.0","53,698.7","10.68K","1.83%"
"2021年3月9日","54,949.4","52,395.0","54,949.4","52,395.0","8.20K","4.88%"
"2021年3月8日","52,395.0","51,031.2","52,395.0","49,821.0","6.15K","2.67%"
"2021年3月7日","51,031.2","48,895.0","51,031.2","48,895.0","5.37K","4.37%"
"2021年3月6日","48,895.0","48,811.0","49,043.1","47,515.4","4.21K","0.17%"
"2021年3月5日","48,811.0","48,368.0","49,277.0","46,662.0","9.42K","0.92%"
"2021年3月4日","48,368.0","50,425.0","51,556.0","48,059.0","9.56K","-4.08%"
"2021年3月3日","50,425.0","48,526.0","52,018.0","48,526.0","8.60K","3.91%"
"2021年3月2日","48,526.0","49,572.0","49,572.0","47,453.6","8.37K","-2.11%"
"2021年3月1日","49,572.0","45,300.0","49,572.0","45,300.0","9.42K","9.43%"
"2021年2月28日","45,300.0","46,217.0","46,360.5","43,380.0","13.54K","-1.98%"
"2021年2月27日","46,217.0","46,319.0","47,766.9","46,217.0","7.60K","-0.22%"
"2021年2月26日","46,319.0","47,144.0","48,250.0","45,320.0","22.33K","-1.75%"
"2021年2月25日","47,144.0","49,715.0","51,511.0","47,144.0","9.55K","-5.17%"
"2021年2月24日","49,715.0","48,888.0","51,043.0","47,179.0","12.00K","1.69%"
"2021年2月23日","48,888.0","54,078.0","54,078.0","45,343.5","32.59K","-9.60%"
"2021年2月22日","54,078.0","57,376.0","57,376.0","48,383.0","27.31K","-5.75%"
"2021年2月21日","57,376.0","55,838.0","58,238.0","55,639.0","6.69K","2.75%"
"2021年2月20日","55,838.0","55,847.0","57,352.0","55,182.0","11.63K","-0.02%"
"2021年2月19日","55,847.0","51,566.0","56,093.0","51,079.0","11.80K","8.30%"
"2021年2月18日","51,566.0","52,060.0","52,433.0","51,356.9","5.87K","-0.95%"
"2021年2月17日","52,060.0","49,225.0","52,284.0","49,225.0","9.21K","5.76%"
"2021年2月16日","49,225.0","47,941.0","49,533.5","47,643.0","13.04K","2.68%"
"2021年2月15日","47,941.0","48,587.0","48,694.0","46,563.0","9.88K","-1.33%"
"2021年2月14日","48,587.0","47,177.0","49,279.0","47,177.0","7.34K","2.99%"
"2021年2月13日","47,177.0","47,389.0","47,939.0","46,582.0","5.23K","-0.45%"
"2021年2月12日","47,389.0","47,966.0","48,540.0","47,072.0","10.79K","-1.20%"
"2021年2月11日","47,966.0","44,835.0","47,981.0","44,444.0","10.30K","6.98%"
"2021年2月10日","44,835.0","46,486.0","47,056.0","44,541.0","10.02K","-3.55%"
"2021年2月9日","46,486.0","46,440.0","48,004.0","45,882.0","15.90K","0.10%"
"2021年2月8日","46,440.0","38,841.0","46,440.0","38,250.0","24.79K","19.56%"
"2021年2月7日","38,841.0","39,257.0","39,561.0","38,061.0","7.63K","-1.06%"
"2021年2月6日","39,257.0","38,260.0","40,780.0","38,260.0","10.18K","2.61%"
"2021年2月5日","38,260.0","36,975.0","38,260.0","36,759.0","4.48K","3.48%"
